-5.381360277188131092e-02;3.332208084345517629e-01;3.994823419660369079e-02;-8.022982243965894045e-03;2.154261971915777396e-02;4.887381500978789373e-02;-3.176394207173613426e-02;-4.803501330385310381e-02;6.662586829589822734e-02;1.793447887308216582e-04
-1.834811441042186464e-01;-7.652567664634020439e-02;-6.106636318670832266e-03;3.397498903658203312e-02;1.382448460763578864e-03;-1.675436024850786992e-02;-2.789791406422298739e-02;2.145225608292190833e-02;-3.998940658726984898e-02;-2.465277434131149525e-02
-2.844246018777240037e-01;-2.600813661432629931e-01;-8.034309487855851098e-03;9.387363132117415229e-03;-1.818483049958062939e-02;-1.896541994529132857e-02;7.239405782255479982e-02;-1.038393747157099166e-02;1.585884192402575374e-02;-1.463815846910934346e-02
5.255661683429261460e-02;5.238666167807259910e-01;-4.291345667346339876e-02;-7.734099914499883988e-02;-5.500703837294076970e-02;5.269845556653255519e-02;6.419353087774132272e-02;-3.107658105390959102e-02;3.860609246976590136e-02;-1.009553875379143491e-02
9.089265363282313104e-02;5.720388851045418166e-01;-8.641235805176987472e-02;-1.084543109412722112e-01;-9.140900507277163745e-02;4.159765260044410301e-02;6.348004935194717646e-02;-5.633731445764002255e-02;8.328347397427446688e-03;-7.506464788927991183e-02
-1.594406166637021005e-01;4.674610416934301370e-03;-7.562006948805648221e-02;4.341620923198297177e-01;-4.140778787185496745e-01;1.754775706163747839e-01;1.726992165536439527e-01;2.824003446010550644e-01;-5.764325118458225872e-02;-1.220224988599459964e-01
3.525864241014688844e-02;1.611790387619576048e-01;1.488618879951164597e-01;1.811733956882655427e-01;1.216626527758478127e-01;-1.845547067167436217e-01;5.101418155021159723e-02;-2.709604393074133699e-01;-7.959116434014183727e-02;2.151925321686850023e-01
-2.438024568339353798e-02;5.168879048609210242e-02;-2.074452003024257751e-01;-9.522570222404462201e-03;1.014928027669097649e-01;-6.025233294375660631e-02;-8.510606375326219830e-02;1.164783978532536561e-02;-3.567258055130718367e-03;1.300283744372419115e-01
-3.169336878339362173e-01;-3.409726247668525834e-01;3.530825482976567009e-02;-1.846348711280090121e-02;9.629304025138409051e-02;1.234937754577534498e-02;7.559459167316305572e-02;4.401786982300922874e-04;1.224042013765720173e-02;-7.267006324627131586e-02
-1.106352510829195085e-01;6.452739188887269411e-03;1.464648091718625741e-02;9.481370502542859138e-03;5.429646364056382041e-03;1.877348774840551784e-03;-6.385497625195522831e-02;4.776775217700583720e-02;-2.515279970714522084e-02;4.392721207165737468e-02
