-5.381360277188138030e-02;3.332208084345507637e-01;3.994823419660368385e-02;-8.022982243965881902e-03;2.154261971915768722e-02;4.887381500978750515e-02;-3.176394207173603018e-02;-4.803501330385324258e-02;6.662586829589867143e-02
-1.834811441042134283e-01;-7.652567664635992473e-02;-6.106636318671849681e-03;3.397498903658219271e-02;1.382448460762397300e-03;-1.675436024850559397e-02;-2.789791406422116940e-02;2.145225608292389285e-02;-3.998940658727052205e-02
-2.844246018777201179e-01;-2.600813661432647139e-01;-8.034309487854683629e-03;9.387363132117361453e-03;-1.818483049957847486e-02;-1.896541994529249431e-02;7.239405782255461941e-02;-1.038393747157207066e-02;1.585884192402405371e-02
5.255661683428886760e-02;5.238666167807211060e-01;-4.291345667347191278e-02;-7.734099914499603656e-02;-5.500703837294406567e-02;5.269845556653176416e-02;6.419353087774079536e-02;-3.107658105391025716e-02;3.860609246976276498e-02
9.089265363282277022e-02;5.720388851045393741e-01;-8.641235805176888940e-02;-1.084543109412729606e-01;-9.140900507277339992e-02;4.159765260044005070e-02;6.348004935194397069e-02;-5.633731445764374873e-02;8.328347397428667934e-03
-1.594406166637036826e-01;4.674610416933480846e-03;-7.562006948805033435e-02;4.341620923198302173e-01;-4.140778787185513399e-01;1.754775706163737847e-01;1.726992165536416490e-01;2.824003446010548424e-01;-5.764325118458010072e-02
3.525864241014739497e-02;1.611790387619572440e-01;1.488618879951207064e-01;1.811733956882693730e-01;1.216626527758454118e-01;-1.845547067167439270e-01;5.101418155021224254e-02;-2.709604393074123707e-01;-7.959116434014042174e-02
-2.438024568339346512e-02;5.168879048609197752e-02;-2.074452003024252478e-01;-9.522570222404521181e-03;1.014928027669076138e-01;-6.025233294375815368e-02;-8.510606375326347506e-02;1.164783978532394834e-02;-3.567258055127617115e-03
-3.169336878339361063e-01;-3.409726247668516397e-01;3.530825482976537866e-02;-1.846348711280477659e-02;9.629304025138454848e-02;1.234937754577529814e-02;7.559459167316398553e-02;4.401786982315582372e-04;1.224042013765611232e-02
-1.106352510829195224e-01;6.452739188887270279e-03;1.464648091718636844e-02;9.481370502539903170e-03;5.429646364051500529e-03;1.877348774841305738e-03;-6.385497625195563076e-02;4.776775217700602455e-02;-2.515279970714361449e-02
-1.180703331566343717e-01;7.300991340134897756e-02;-2.569175165535479352e-02;8.608037269267752867e-02;1.240157216624816240e-02;6.905019175642367925e-03;-1.462460655916380213e-02;7.224212324709190780e-02;-5.858366285194774314e-03
-4.357369749724800817e-02;3.773522758629001550e-01;3.781323434114382959e-02;-1.717077404796315751e-02;9.009797186331033880e-03;5.811317043618826478e-02;-2.980207743863349298e-03;-3.765112757076703037e-02;3.997975714198077207e-02
-1.318946178601167474e-01;-6.921943883857938074e-02;-2.428193383081540379e-03;7.043086385065572275e-02;5.981048190483748833e-02;-2.993747714579599734e-02;-2.163044085586922349e-02;7.560972032458695459e-03;-6.378329059631357434e-02
-1.042344995752939874e-01;3.988146004698298608e-01;-5.485434036410557351e-02;-6.568981700730378015e-02;1.340271421699256414e-02;5.335233875816504379e-02;-1.164694729080061053e-01;-5.104648120057325017e-02;-1.562611494338226326e-01
7.284101670858111888e-02;5.648183340981640654e-01;-7.545525426884870657e-02;-9.156848924250347854e-02;-6.216917264184235181e-02;5.342234666737006449e-02;4.591087371811320567e-02;-4.968800702918248213e-02;3.011252867882312570e-02
-1.048399063345837184e-01;2.533696817423769510e-02;-1.544461239788557649e-01;1.243240652618700544e-02;2.866191506972920813e-02;-2.350735152407159093e-02;-6.589319247542892166e-02;8.663522559303221682e-02;-1.191458344659350639e-02
-2.575065316970359119e-01;-2.152258947980436599e-01;-1.099632807639956689e-02;1.886373086115987821e-02;-1.971604661933548663e-02;-3.240904716642707684e-02;2.567132250435988014e-02;-1.234112637443501512e-02;7.148315377992021935e-03
-1.251183219740190089e-01;1.387443260726218264e-01;-7.794474584763182341e-03;5.827727995069393457e-02;8.152094609340134260e-03;-7.930643853776508934e-02;-6.871401199074736454e-02;2.856671484166238562e-02;1.139143475727024402e-01
-1.601176539691407108e-01;4.061800223294335099e-01;2.184528600708098012e-01;7.587281736562921652e-02;-1.090069680941943703e-01;2.630107984010798261e-01;-6.161221122271428596e-01;-5.709554563746179756e-01;-2.443024137604804247e-01
-4.548624520427824724e-01;-8.085760739720285750e-01;-5.665023563866238704e-02;-2.782545251450289636e-01;-1.221672004700001674e-01;2.181610738525683324e-01;-1.064711161056978300e-02;-7.716874927426043383e-03;4.369929399831481293e-02
-5.308329579128726050e-02;3.973897137205735230e-01;4.118224517046195632e-02;-2.227391593205349518e-02;2.162091133271876534e-02;4.117708908543877416e-02;-2.655503913280072691e-03;-3.546948248908154966e-02;-1.022739454055995867e-02
-1.599590553189441100e-01;9.834828454335967085e-02;9.100313385635072638e-02;3.799035393587342213e-01;-2.729554901529384070e-01;1.135781572330935574e-01;5.405921390708143259e-02;2.350242533802240352e-01;-7.103487332516077168e-02
1.436833434779777145e-02;7.880982207581999077e-01;9.920475264556087580e-02;1.466755417090650937e+00;-3.489193810180941102e-01;1.252906585544251161e-01;-6.641484192236485340e-02;4.233637942709790325e-01;3.905615066914223665e-01
-2.335160470373963959e-01;1.020941681054202549e-01;-1.768824374991896653e-01;3.145648412949373918e-01;7.348804461840001412e-02;-1.979665771626769044e-01;3.403904193242004300e-02;-2.857966811334127777e-01;-3.832127148209905562e-03
1.000642423107186638e-02;-2.053782756389692932e-01;2.651479436590867822e-01;-9.085708311301514406e-02;5.780884395396649333e-01;-2.136781129219639946e-02;-2.883777808948721072e-02;1.218667204619034716e-01;-4.153265682565704386e-02
1.221809276882509197e-02;4.392690141775265622e-01;-4.664656655417147302e-03;-4.353355568473549209e-02;-6.370477743966187524e-03;5.638104060883396967e-02;4.516696071020075143e-02;-4.250667325732002122e-02;5.204106131242147021e-02
