-7.480362520237918015e-04;2.432675219748292508e-03;8.756819327038797840e-03;-1.457219040546337387e-03;1.073576077400239777e-03
-1.032894852911959505e-03;1.208834860653614993e-03;8.766996262229728373e-03;4.426374427053290581e-04;5.763788625289708841e-04
-4.231751980672750105e-04;1.441309624334278713e-03;9.042213350055738202e-03;1.497865529791374967e-03;2.749089887898011541e-04
-2.593813320634481130e-06;2.898112251920847895e-03;9.054332896406015393e-03;-1.940604992122219085e-03;1.189865712718408399e-03
3.013318471995730875e-04;3.294874880760811225e-03;9.171111535990220109e-03;-2.108618320353925716e-03;1.321821036542521980e-03
-5.637605444225672266e-03;-5.423414505237342080e-03;7.300246298349924445e-03;-1.113755748411915250e-03;-1.461174863338900350e-03
-9.989568635250006129e-03;5.336834986268265343e-03;3.951356163166011570e-03;2.431654101355969731e-03;4.517044999989891355e-04
-1.883590439764004328e-04;-2.984546149130483627e-05;9.317381191241775468e-03;-3.150920733360034354e-03;1.806558013098604970e-05
-2.555198493102306661e-03;-2.508615972548217262e-04;8.211281002327921671e-03;1.622110016171315113e-03;-8.423699856928254688e-04
-1.149098556436804709e-03;1.019445026970128071e-03;8.738787627551005549e-03;-1.331272706244132501e-03;4.619424800866157692e-04
-9.252765880647480972e-04;1.334510281002846766e-03;8.808520171959308143e-03;3.276854880022359289e-04;6.863345104195132202e-04
-8.298478853902231450e-04;2.574816837459587091e-03;8.715826314746736789e-03;-1.571707054057048646e-03;1.102289252595826854e-03
-8.876802669661310171e-04;1.349902390042881936e-03;8.819825391702415182e-03;-2.382702669680804893e-04;5.905702286930692617e-04
1.444150013848519718e-03;1.621592157406867747e-03;9.908737281416240064e-03;1.585448831354799824e-03;-7.275881080198486409e-04
1.427038487563742845e-04;4.088806728558880277e-03;9.003790442862714613e-03;-3.306046616254778529e-03;2.163417398276318987e-03
-2.597206390931374852e-03;-4.058749417982140928e-04;8.186368095567919320e-03;3.742443404921836324e-04;-1.083262987869316714e-03
-1.470819955749805795e-04;2.109848290217467785e-03;9.093433425210895732e-03;2.626599080925618064e-04;1.138957949580822080e-03
-2.764694157743834754e-03;1.405255214377742123e-03;7.894485179615549561e-03;-1.887992644106972198e-03;-8.543525220432376943e-04
8.323093437240636217e-03;-4.064765578231796343e-03;1.391344894665907071e-02;-1.134618742599860335e-02;-3.340488971888297669e-03
1.259180451537301299e-04;1.434140319825672654e-03;9.284071892935581022e-03;2.532776730577556822e-03;-1.009028341115654741e-03
-6.373482962286178451e-04;2.255022715609899218e-03;8.829884998135115876e-03;-1.705350330330842766e-03;1.098606102684982497e-03
-2.713448478036075383e-03;-2.117611677950630242e-03;8.354426501899008331e-03;-1.734572838389335583e-03;-5.628143159952409555e-04
-1.519758703625580937e-02;-1.601527747735243326e-02;3.915676535558674544e-03;1.661862221315760224e-02;-1.044655477196297123e-02
-1.286281113570984444e-03;2.239939032446919102e-03;8.510498241454292345e-03;-1.962535261193595025e-03;1.408137466135585270e-03
-4.691498888592478787e-03;9.938976058391680787e-03;5.992344451299198675e-03;-3.055380998182775920e-03;2.553829247029746133e-03
3.353503230761951433e-05;3.067022062982866729e-03;9.052715757296266735e-03;-2.087719618153245638e-03;1.218789190502830811e-03
-1.282884673520129620e-03;1.326720151631468432e-03;8.640649689677717959e-03;8.704128658133282459e-04;4.301156595488156930e-04
