-1.118596113120273600e-01;-2.957030403097770099e-01;-5.560303412631428799e-01;5.209491891513627626e-02;-2.584949345632593931e-01;-1.710034959299263357e-01;-1.863159439756524594e-02
-7.735852753570636453e-02;-1.889514654601223143e-01;-4.736621672351770118e-01;3.768621595768899962e-02;-6.696068934450782884e-02;1.310373354893914488e-01;1.077427550659275785e-01
-3.745079445257928907e-01;2.423133534496661190e-01;2.824943055545405812e-01;-1.151492567116993264e-02;-1.117189686112042731e-02;2.699508074055205140e-02;8.577037936763073911e-02
-6.262928860351597848e-02;-1.634236287181768665e-01;-3.613603227282625729e-01;-3.979762322417545323e-02;-2.069858616605487756e-01;-2.189541581925148403e-02;-4.762219178456105623e-02
-3.754928806288443388e-01;9.188423810845250395e-02;3.063066231580144350e-02;1.610772432449883440e-02;-1.139498689022649391e-01;9.804391731467808346e-02;9.673601824724349998e-03
-1.359477908432794521e-02;3.509933557657847758e-01;3.424689540362476498e-02;-5.381195462705624655e-01;1.005707945032983330e+00;9.581703219679313377e-02;-1.536913282437807893e-01
-1.210364773332500699e-01;5.463979401335693209e-02;-2.422316967324876780e-01;5.800251949324560646e-02;1.470468752679034430e-01;-7.269191710518589644e-02;9.867485467771273597e-03
1.946413429160875064e-01;-4.634764541902611779e-01;-2.190782535248597673e-01;-8.957053461527990715e-03;-1.971049710081340667e-01;-7.060064660344574083e-02;-9.139919483702536179e-03
-4.328418174043072164e-01;-9.501441473770191881e-02;-5.570766475353886027e-02;5.478576622505724678e-03;1.095333200827031533e-01;-1.486546574598458514e-01;-2.551977305195240464e-01
-2.690311793204597790e-01;-1.918666075444649399e-01;-2.987257642644832734e-01;-2.316693542725165728e-02;8.847682029220758915e-02;-8.111186075599134682e-02;-2.450570948645214853e-01
-2.251627252482740482e-01;1.049457564582467889e-01;-3.828402274286057949e-01;-2.324480492080263916e-01;3.558197819805188344e-01;-9.238393265529305787e-02;-2.007644633534143574e-01
-5.557806783480485208e-02;-1.617973461278365832e-01;-4.520474443392611952e-01;4.349429885014756414e-02;-7.952537706943041407e-02;1.013082142566244931e-01;1.027455731189505367e-01
-7.830578471050038403e-02;-4.651425952935986929e-01;-1.564577682005156845e-02;-1.494347321877602663e-01;-3.047234588221561791e-01;-2.473939918122198406e-02;8.884585401696740159e-02
2.115675078398989994e-01;-5.050451827117257153e-01;-8.636835293618742859e-02;4.384237470302080886e-01;2.078836917506968751e-01;2.064944455340564367e-02;2.108468653353648414e-02
-1.001465625225178846e-01;-2.932446865772529998e-01;-5.836154257280735669e-01;9.292023571407871663e-02;-1.496509588328395479e-01;2.167258327796514339e-01;2.948446047540783516e-02
2.092732719421298293e-01;-5.522986230174984357e-01;-5.714431228036193078e-02;4.504911446067682013e-01;4.019760378938266321e-01;-1.329542793257356414e-01;2.284211038992705819e-02
-2.421601389694422179e-01;-6.785932363944656431e-02;-2.099728828281074156e-01;1.657510592421096093e-02;-1.659635810934679268e-01;1.744798820281115784e-02;2.684490068254589273e-02
-3.452037829280494852e-01;1.098074130114093383e-01;5.545285832863715292e-02;-3.907984362011494850e-02;1.088668413321019629e-01;-3.663850238825903244e-02;-2.220283742185048814e-02
-3.542993310055327916e-01;8.751471886431824720e-02;2.348320619616574845e-01;-8.941450902205955176e-02;6.745872352398063487e-02;1.755950978938589091e-01;1.431710650443502111e-02
-2.413663677861485890e-01;-1.616739290470382284e-01;-2.983963989789183979e-01;2.678225352033643605e-02;-1.644095300311965435e-01;-1.779190358769383307e-01;-5.591663786593970703e-02
6.399487527584684088e-01;1.065169654065060145e+00;1.304814749661993567e-01;6.190632222823437836e-01;-3.425533468141479798e-02;-1.040553086455471982e-01;4.562417666809935601e-02
-1.565441008113467036e-01;-1.158667289007735829e-01;-3.274808791509756789e-01;7.673002586338233122e-02;-5.689323791673542990e-02;-1.685521702480833883e-01;4.241281483667359853e-02
-4.947772863115662001e-01;3.022355246856376354e-01;3.996667814573441890e-01;-5.505581060068912014e-02;-6.191620351310453494e-04;-7.558547808989782291e-02;4.966204835783415150e-02
-2.977006287781501226e-01;5.053232373691396440e-02;1.004506867271477283e-01;-4.674904494960058915e-02;7.520573855154827347e-02;2.356643800862156385e-02;2.705150538215908389e-03
8.881015410275173994e-02;2.266819346829433701e-01;-2.322194675016429066e-01;5.436931478089028769e-01;-2.930720136499460199e-02;7.830678373726153441e-02;-8.101074473033985368e-02
3.439580185237789411e-01;2.694568609836728301e-01;-3.601207464814058096e-02;-5.806216838197347796e-01;9.045663280981814935e-01;-9.639366585194636405e-02;6.675653347324909948e-02
3.437972677701978674e-01;2.796160357908602512e-01;-3.018691106825077686e-01;-4.661800279488859666e-01;8.201933327866143264e-01;3.588679627058869587e-02;-1.770240403978692867e-01
4.996877671233402873e-01;-5.871661067188209682e-01;3.337461300914113527e-01;4.061987396535275407e-01;1.759656296914604567e-01;-3.355000606588246642e-02;2.474847826964035602e-02
-3.593603213320025747e-01;1.948680652773335242e-01;2.891084533620714714e-01;-7.383033408077388504e-02;7.182814010662241788e-02;7.359902765093144505e-02;7.882392340908012107e-02
-7.576712647193273309e-01;4.661292153807073402e-01;5.572015319731816740e-01;-1.275588517875964334e-01;-1.620994188448720008e-01;-2.088064047847137394e-01;8.664964643164994873e-02
-1.114611118279320162e-01;-1.342969539674431501e-01;-2.989875790389905363e-01;-1.164497370405967111e-02;-9.941960934024240970e-02;-7.491675930034513708e-02;-2.084501121169198001e-02
-2.663060150557330363e-01;1.122063480968049920e-01;5.549424585207372862e-02;-6.620152572518092637e-02;-1.826073258347791703e-02;-1.188139421065477518e-04;-1.881121475180692060e-01
4.305750283395700651e-01;1.231509437393318168e-02;4.015993048609730609e-01;-1.108785308924493257e-01;1.067135451691074488e+00;-1.733288207661131120e-01;-1.420767147748564219e-01
-1.736961881253060733e-03;-3.413193018340512919e-01;-7.178879899691521793e-02;7.644026826403430008e-02;9.063588575743743159e-02;-5.593362473032024995e-02;3.223653172662927641e-02
-5.883075080281524594e-01;2.929977437151994324e-01;3.822084630914712178e-01;-8.207921082305363880e-02;-1.175888711915608863e-02;-9.037694521063875663e-02;1.193606779749990521e-01
1.631028618326600677e-01;-3.053563950222059065e-01;-1.199933392423180450e-01;1.168399250293506442e-01;1.434785352736523967e-01;-1.605530244092510592e-02;1.265211552737312804e-02
-2.162724848957557344e-01;-5.359992719901351260e-02;-2.345023754655965742e-01;-2.647057766173335769e-02;1.227190516377543172e-01;-1.429289920076993459e-01;5.479060502956899226e-02
-8.670610171164354341e-02;-2.826016133478395087e-01;-5.659777429949596206e-01;8.823030377915999645e-03;-1.151751638910569753e-01;-1.760502999126917212e-01;9.003026246012646450e-02
-2.635145291548908753e-01;-8.621697795182475810e-02;-1.359920151977701830e-01;6.143975713665587868e-02;-1.279938789197214433e-01;-1.292198395861646476e-01;-1.063188302337628871e-02
-4.254866689854070461e-01;4.569401159023097486e-02;6.999034480230229005e-02;-1.486226365750374472e-02;-1.312744607305383338e-01;1.044516472191418660e-01;8.815034743649381027e-03
-3.243026958494281686e-01;8.708772775891032714e-02;1.571725741827463552e-01;-1.122249845034465204e-01;7.003086575789771451e-02;1.174440549315544924e-01;3.556739204754288258e-02
-4.272605937516811836e-01;2.734821707047683237e-01;3.616811286059788411e-01;-2.717264059319430408e-02;-5.351540309516836756e-03;-8.415133955300113091e-04;9.432542614758247790e-02
-3.021523606420321029e-01;7.927623376648780529e-02;9.057285530819150776e-02;-7.442461025753837472e-03;6.030595194320943590e-03;7.374165305668729797e-02;-1.838370945815170519e-03
-1.891689959722864522e-01;-4.596869984345942212e-02;-3.793835347669074348e-02;1.699523735945602729e-02;-2.312141480048580597e-02;-9.659058259870384466e-02;-5.845676537630904723e-02
5.508434100785428722e-01;-5.611162695556942692e-01;4.884810527518931855e-01;3.796496412525828257e-01;2.179846352483840177e-01;1.939640840638343078e-01;4.679564822278163561e-02
-3.964226411859710364e-01;2.459783129676769431e-01;2.263224847236787463e-01;-8.118652695400259411e-02;2.053045419252860770e-02;5.803223530055180712e-02;5.508006696083266734e-02
