-3.570204973220825195e+00;1.803190422058105469e+01;1.328067874908447266e+01
-1.938898277282714844e+01;-5.507107734680175781e+00;1.279755592346191406e+00
-6.631089687347412109e+00;-1.777924537658691406e+01;1.390740013122558594e+01
1.864499282836914062e+01;1.916422653198242188e+01;5.224667549133300781e+00
1.986906814575195312e+01;1.477632522583007812e+01;-6.029034256935119629e-01
-2.400271415710449219e+00;-3.890223979949951172e+00;-2.349892854690551758e+00
-6.928931713104248047e+00;-1.333835601806640625e+00;-6.582548618316650391e+00
8.649477958679199219e+00;7.005975246429443359e+00;-9.020145416259765625e+00
1.385421633720397949e+00;-2.244985198974609375e+01;1.107533836364746094e+01
-1.755623245239257812e+01;5.924509167671203613e-01;-1.053201198577880859e+01
-8.373435020446777344e+00;3.238409996032714844e+00;-9.307048797607421875e+00
2.088366985321044922e+00;1.843805885314941406e+01;1.555029201507568359e+01
-1.302935886383056641e+01;-3.745915412902832031e+00;-2.746203660964965820e+00
7.441221237182617188e+00;2.388671684265136719e+01;1.040622901916503906e+01
1.833504867553710938e+01;1.701758003234863281e+01;7.854369282722473145e-01
7.073885440826416016e+00;6.624799728393554688e+00;-9.885953903198242188e+00
-9.025485038757324219e+00;-1.377488136291503906e+01;1.270450878143310547e+01
-7.491361141204833984e+00;7.552490711212158203e+00;-1.073870277404785156e+01
7.382543563842773438e+00;1.995738601684570312e+01;5.262199401855468750e+00
1.006918811798095703e+01;-1.848557090759277344e+01;-8.849719762802124023e-01
2.801071643829345703e+00;1.938088607788085938e+01;1.553457927703857422e+01
-2.697973966598510742e+00;-2.420363187789916992e+00;-3.047073364257812500e+00
1.212227225303649902e+00;-1.014851188659667969e+01;-9.280949592590332031e+00
-2.349047183990478516e+00;-7.201770693063735962e-02;-8.190326690673828125e+00
5.006729602813720703e+00;-4.412218570709228516e+00;1.366773700714111328e+01
1.284045982360839844e+01;1.824183464050292969e+01;1.605728912353515625e+01
-7.228490352630615234e+00;3.913671255111694336e+00;-1.420844650268554688e+01
3.241125106811523438e+00;-7.104453563690185547e+00;1.268545246124267578e+01
-9.921430587768554688e+00;-2.213388252258300781e+01;7.305851936340332031e+00
-1.890604209899902344e+01;-1.467093825340270996e+00;-1.248962211608886719e+01
3.438331365585327148e+00;-6.562116146087646484e+00;1.270687198638916016e+01
2.393257856369018555e+00;-6.292789459228515625e+00;1.209458637237548828e+01
1.436106711626052856e-01;1.424647617340087891e+01;-1.223864746093750000e+01
-4.438374519348144531e+00;-1.954967498779296875e+01;1.178123569488525391e+01
3.535210132598876953e+00;-6.495882987976074219e+00;1.274014568328857422e+01
2.151549530029296875e+01;9.780354499816894531e+00;-1.318573594093322754e+00
6.366361618041992188e+00;-4.847097396850585938e+00;9.540787696838378906e+00
-1.403073668479919434e+00;1.841453361511230469e+01;-7.800942897796630859e+00
-3.872237682342529297e+00;-2.210547828674316406e+01;1.504095172882080078e+01
-1.217413330078125000e+01;-1.134801197052001953e+01;1.222269630432128906e+01
-1.723856544494628906e+01;-6.809348583221435547e+00;1.131276607513427734e+01
-1.285947608947753906e+01;6.351106643676757812e+00;-1.341837882995605469e+01
5.946160793304443359e+00;2.055048227310180664e+00;2.828321456909179688e+00
-1.204495334625244141e+01;-6.094969272613525391e+00;8.954761505126953125e+00
-4.941607952117919922e+00;-2.548524665832519531e+01;8.691934585571289062e+00
-1.939589309692382812e+01;-2.077308893203735352e+00;5.251605987548828125e+00
1.520151138305664062e+00;-8.566709518432617188e+00;-8.952438354492187500e+00
-1.010437393188476562e+01;5.733963012695312500e+00;2.825481176376342773e+00
-6.667251586914062500e+00;6.470469236373901367e-01;3.741107702255249023e+00
-1.085855674743652344e+01;6.387687683105468750e+00;2.538927793502807617e+00
1.332693219184875488e+00;-1.386071085929870605e+00;4.437452316284179688e+00
9.415832519531250000e+00;7.046166419982910156e+00;-8.697531700134277344e+00
7.238522529602050781e+00;7.567625045776367188e+00;-9.710413932800292969e+00
-1.826288986206054688e+01;-5.311579227447509766e+00;9.746040344238281250e+00
-3.282924890518188477e+00;1.773757362365722656e+01;1.324626541137695312e+01
-1.361155152320861816e+00;1.906430625915527344e+01;1.312130928039550781e+01
-1.633260154724121094e+01;-4.791917800903320312e+00;-3.813770040869712830e-02
-1.787545013427734375e+01;-2.218344688415527344e+00;-7.509869575500488281e+00
-1.239681148529052734e+01;4.495601654052734375e+00;-1.523865795135498047e+01
