3.892129606611355579e-03;-8.807798483158289782e-03;-3.575592857711338852e-03;-5.284462906248290140e-03;-4.498230676924272475e-03
3.643143725912703374e-03;4.418499331380785870e-03;-4.074919040894156748e-03;-6.182776977038738180e-03;-3.886254197789627135e-03
3.490507760554384560e-03;9.365612528469893436e-03;-4.246752282847490560e-03;2.193838153486112746e-03;-6.307419042137759951e-04
3.813995975893803847e-03;-1.383948311694131912e-02;-3.260661913397090803e-03;6.297217015913227252e-03;5.078115455624485639e-04
3.998756265474408961e-03;-1.606284904316088169e-02;-3.602640031252345165e-03;1.147998789597291271e-02;2.609225844069424337e-03
-2.533705562019100341e-03;9.885903357288619402e-04;7.989195737392722554e-03;2.238609702815371513e-04;8.030539633677799419e-04
-1.890144400080531924e-03;-1.040618533264844707e-03;6.321690962254255045e-03;1.139931218466479966e-04;1.643512944400433041e-03
1.021609816803928459e-03;-2.605956411677565502e-04;-7.862108978653881272e-04;-4.190153334431564319e-03;-1.389543898221860200e-03
2.598840800282992483e-03;9.796435718107921256e-03;-2.571331104982050447e-03;4.715399419563245584e-03;8.311335593303371050e-04
3.317461927152826149e-03;1.481706211679586138e-03;-3.212744397631418260e-03;-7.718688351608713090e-03;-4.211889079950314509e-03
2.757779105283646517e-03;-6.646468373533806094e-05;-2.053264351439013698e-03;-6.620568145642022166e-03;-2.961913117401796230e-03
3.863902329391248006e-03;-9.674413238817005864e-03;-3.470565317958049321e-03;-3.463497810098970387e-03;-3.519026516124868290e-03
2.609912613952629877e-03;2.860063270248645439e-03;-2.038966042955239321e-03;-4.413606257100299857e-03;-1.914973821739141945e-03
1.909525619201666094e-03;-7.156763301635463148e-03;3.971440538372893268e-04;-3.661397350985757214e-03;8.379222007010104709e-03
3.876732252003968829e-03;-1.510611735088702653e-02;-3.386493907042456737e-03;9.543971679589157570e-03;1.988917092417848316e-03
2.366342460102944904e-03;3.654548368964670858e-04;-2.161846148616945826e-03;-6.206295477494763041e-03;-2.735281139828098750e-03
3.105888321290017819e-03;7.423430531389845280e-03;-3.338353586704817175e-03;-2.861987740611431855e-04;-9.706916489463397876e-04
1.277117749365501865e-03;-1.760640699433020130e-03;4.168888620433354474e-04;-2.879013265516720734e-03;-8.524982515659391231e-04
-2.132611498770252932e-03;-1.190640646490699920e-03;1.015179580786361620e-02;-1.045871164882993844e-03;1.639815192921596646e-03
2.964978079997539467e-03;1.648519036212603428e-02;-3.203612600241748012e-03;1.467917972775794298e-02;4.020489095119856790e-03
3.355078810714587530e-03;-8.785839204358153812e-03;-2.633794239812523204e-03;-3.308069885638764869e-03;-2.598693389030408592e-03
