3.422613331533064587e-03;-5.034047662434633016e-03;1.773872844636084981e-02;1.361041727260322784e-02;-9.869457706919780582e-02;1.049480040836361623e-03
-2.705694536298841515e-03;1.736590544576630674e-02;-1.306854632737212106e-02;-1.815577732641078523e-02;1.375931198092358865e-01;-1.015919965270158966e-02
7.627081360409984807e-03;1.665214340640937263e-03;-3.259710917127479207e-02;-3.765071165353309907e-02;1.091538823042512429e-01;-6.753001108010097406e-04
-4.425201394030875771e-03;-5.433814088039690474e-03;7.875511763187383052e-03;-4.302558180792053627e-02;1.676452740439773881e-01;5.767137649103807467e-03
9.984658270441341618e-03;-3.607914595550746999e-03;-5.731969673179164448e-02;-8.024657784442942865e-02;9.378690919465448861e-02;2.089856913962223357e-03
-7.369530365824587641e-03;-5.803893341853699935e-03;1.061749183260536356e-01;1.230045453896441432e-01;-4.295078851866297454e-01;-2.276144827150210919e-04
9.309417934916398157e-03;-4.033810530792750551e-03;-4.018798050897247343e-02;-3.091008410973541259e-02;1.003077549292541587e-01;-8.297009245367394309e-04
-6.128463645255962169e-03;-5.628929118580466157e-03;8.137590295781238492e-02;8.363311217717554757e-02;-3.510519165916088924e-01;3.325697468460333205e-04
1.488717567631857135e-02;-4.307774450457146735e-03;-5.891179794532557662e-02;-6.486363138739927037e-02;9.811175071441288753e-02;2.030906508131236164e-03
7.057621041461517412e-03;5.447575816130215132e-03;-4.732174738770772437e-02;-5.807238426579435647e-02;9.675436570281716053e-02;-3.249641674784572564e-03
-1.617693279320153721e-03;-5.589756982132035833e-03;3.928226940261262019e-03;-3.622363399673997342e-02;1.640810841138791443e-01;5.568692610337017124e-03
1.567904743107509510e-03;-3.511599522535314972e-05;1.186023656839514662e-02;9.159680766511428887e-03;-7.868679848879114869e-02;-1.038896310439902174e-03
-2.083835639499080974e-02;3.555750444428140006e-02;3.823867654317332498e-02;3.822113940070145932e-02;1.672597912349878257e-01;-1.758765010351758321e-02
-4.941427464638581055e-04;1.479454097173663225e-02;-2.398098900694589294e-02;-2.914565259824543689e-02;1.127744693615414656e-01;-7.950145485948047902e-03
2.486650322023510693e-03;4.609905351218484063e-03;-4.963766529756310358e-02;-7.377636326219856600e-02;8.958666255749105078e-02;-2.636459807493739260e-03
3.276069584293888389e-03;-1.202995662365450571e-03;8.775183173541513393e-03;3.234890272607945233e-02;-1.094071736483880758e-01;-9.338091525193415203e-04
1.392971744801568650e-02;-4.365982010288151430e-03;-5.116679656753040512e-02;-5.528604103426743022e-02;7.968294361961557326e-02;2.152846114611987795e-03
1.643332891773157658e-03;-5.212375346962869020e-03;5.263682605550052546e-02;4.865979856294363332e-02;1.397677925493706896e-01;1.700274479590972070e-03
1.387657981765618581e-02;-4.256445813488710615e-03;-5.566882312812553718e-02;-6.394940118885025782e-02;8.679366363849505550e-02;1.976041634498686660e-03
4.519454646750260991e-03;7.358831580756956987e-03;-2.916329673423506338e-02;-3.243169871436644980e-02;4.710101714050075189e-02;-4.646160172722501973e-03
1.339722672348506866e-02;-2.262783845162901451e-03;-5.651057234577942789e-02;-6.203842996683346656e-02;9.735420280852870312e-02;9.021042021718450555e-04
-2.845917108348544871e-03;-5.925456799921481436e-03;6.069662026169886371e-02;6.171124087675729231e-02;-8.674649991576539876e-02;3.344039542239611324e-03
