Unnamed: 0;o__;o__32-20;o__ASSO-13;o__Acholeplasmatales;o__Acidimicrobiales;o__Acidobacteriales;o__Actinomycetales;o__Aeromonadales;o__Alteromonadales;o__Armatimonadales;o__BD7-3;o__Bacillales;o__Bacteroidales;o__Bifidobacteriales;o__Burkholderiales;o__CW040;o__Campylobacterales;o__Cardiobacteriales;o__Caulobacterales;o__Cerasicoccales;o__Chlorophyta;o__Chromatiales;o__Clostridiales;o__Coriobacteriales;o__Cytophagales;o__DS-18;o__Deinococcales;o__Desulfobacterales;o__Desulfovibrionales;o__Desulfuromonadales;o__EW055;o__Ellin329;o__Ellin6067;o__Ellin6513;o__Enterobacteriales;o__Erysipelotrichales;o__Flavobacteriales;o__Fusobacteriales;o__Gaiellales;o__Gemellales;o__Gemmatales;o__Herpetosiphonales;o__I025;o__JG30-KF-CM45;o__LD1-PA13;o__Lactobacillales;o__ML615J-28;o__MLE1-12;o__MND1;o__Methylophilales;o__Mycoplasmatales;o__Myxococcales;o__NB1-j;o__Natranaerobiales;o__Neisseriales;o__Nitrospirales;o__Nostocales;o__Oceanospirillales;o__Opitutales;o__Oscillatoriales;o__PYR10d3;o__Pasteurellales;o__Pedosphaerales;o__Pirellulales;o__Planctomycetales;o__Pseudomonadales;o__RB41;o__RF32;o__RF39;o__Rhizobiales;o__Rhodobacterales;o__Rhodocyclales;o__Rhodospirillales;o__Rickettsiales;o__SC-I-84;o__SHA-98;o__SJA-15;o__SJA-36;o__Saprospirales;o__Sediment-1;o__Solibacterales;o__Solirubrobacterales;o__Sphingobacteriales;o__Sphingomonadales;o__Spirochaetales;o__Stramenopiles;o__Streptophyta;o__Synechococcales;o__Synergistales;o__Syntrophobacterales;o__Thermales;o__Thiotrichales;o__Turicibacterales;o__Verrucomicrobiales;o__Vibrionales;o__Victivallales;o__WCHB1-41;o__WD2101;o__Xanthomonadales;o__YS2;o__envOPS12;o__iii1-15
EP957861_K150_BRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.038461538461538464;0.0;0.0;0.038461538461538464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11538461538461539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5384615384615384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.038461538461538464;0.0;0.0;0.0
EP426527_K60_BS1D;0.0;0.0;0.0;0.0;0.0;0.0;1.3550686342263236e-05;0.0;0.0;0.0;0.0;1.3550686342263236e-05;0.2993346613005949;1.3550686342263236e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7003265715408485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024391235416073824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0652059026789705e-05;0.0;0.0;0.0;0.0;0.0;0.0;1.3550686342263236e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP198705_K230_BRCD;0.736241332442581;0.0;0.0;0.0;0.0;0.0;0.000253403672049575;0.0;0.0;0.0;0.0;1.1518348729526136e-05;2.303669745905227e-05;1.1518348729526136e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016425165288304268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2466193646478841;0.0;0.0;2.303669745905227e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003340321131562579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4555046188578404e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.303669745905227e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP604653_K40_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.17424242424242425;0.0;0.0;0.0;0.0;0.007575757575757576;0.06818181818181818;0.03787878787878788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5833333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007575757575757576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12121212121212122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP323428_K60_BS1D;0.0;0.0;0.0;0.0;0.0;0.02247191011235955;0.0;0.0;0.0;0.0;0.0;0.011235955056179775;0.033707865168539325;0.011235955056179775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02247191011235955;0.011235955056179775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011235955056179775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8651685393258427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011235955056179775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP492355_K50_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.009387602194847838;0.0;0.0;0.0;0.0;4.407324974106966e-05;0.7397915335287247;0.012935498799003945;0.0;0.0;0.02100090350161969;0.0;0.0;0.0;0.0;0.0;0.18784019039643887;0.010092774190704952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0062584014632318915;0.0013001608673615548;0.0;6.610987461160448e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011018312435267415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.407324974106966e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017629299896427863;0.0;0.0;0.0;4.407324974106966e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP492355_K10_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.04527756146401157;0.0;0.0;0.0;0.0;0.0003337412392924686;0.017132050283680055;0.09789743019245745;0.0;0.0;0.027923017020803204;0.0;0.0;0.0;0.0;0.0;0.6964067193236178;0.07231060184670153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016687061964623428;0.00011124707976415619;0.0;0.0010012237178774056;0.0;0.00011124707976415619;0.0;0.0;0.00022249415952831238;0.0;0.0;0.03137167649349205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011124707976415619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022249415952831238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00789854266325509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP288001_K70_BRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.8573285667858304;0.0;0.0;0.0;0.0;0.0718232044198895;0.00032499187520311994;0.00032499187520311994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006499837504062399;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016249593760155996;0.0;0.0;0.00032499187520311994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06759831004224895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP120862_K260_BRCD;6.258683923944473e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.755210354366684e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010151585324637936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9579541613989411;0.0;0.0;1.2517367847888946e-05;0.0;1.2517367847888946e-05;0.0;0.0;0.0;0.0;0.0;0.01295547572256506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009388025885916709;0.0;0.0;0.0;0.0;0.0;0.0;0.01602223084529785;0.0;0.0;0.0;0.001840053073639675;0.0;0.0;0.0;1.2517367847888946e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP500700_K20_MRCD;4.534119247336205e-05;0.0;0.0;0.0;0.0;0.0;0.02103831330763999;0.0;0.0;0.0;0.0;6.801178871004307e-05;0.5147358875538427;0.009657673996826117;0.07175243708909544;0.0;0.03600090682384947;0.0;0.0;0.0;0.0;0.0;0.3146678757651326;0.02121967807753344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002788483337111766;0.003854001360235774;0.0;0.0015189299478576286;0.0;2.2670596236681024e-05;0.0;0.0;0.0;0.0;0.0;0.002584447970981637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2670596236681024e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2670596236681024e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP889264_K10_MRCD;0.0005125051250512505;0.0;0.0;0.0;0.0;0.0;0.0018193931939319394;0.0;0.0;0.0;0.0;2.5625256252562524e-05;0.5543511685116851;0.0022806478064780647;0.017630176301763018;0.0;0.005714432144321443;0.0;0.0;0.0;0.0;0.0;0.35608856088560886;0.007636326363263632;0.0;0.0;0.0;0.0;0.007841328413284132;0.0;0.0;0.0;0.0;0.0;0.003254407544075441;0.03190344403444034;0.0;0.0;0.0;0.0;0.0;0.0;0.0002050020500205002;0.0;0.0;0.0029469044690446904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.687576875768758e-05;0.0;0.0007175071750717508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002050020500205002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.125051250512505e-05;0.0;0.0;0.0;0.003254407544075441;0.0023575235752357525;0.0;0.001076260762607626;0.0;0.0;5.125051250512505e-05;0.0;0.0;0.0
EP564900_K30_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.4296675191815857;0.0;0.0;0.0;0.0;0.0025575447570332483;0.0792838874680307;0.0;0.0;0.0;0.0025575447570332483;0.0;0.0;0.0;0.0;0.0;0.18286445012787725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07800511508951406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012787723785166241;0.10613810741687979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP581708_K90_BS1D;0.0;0.0;0.0;0.0;0.0;0.0;0.009615384615384616;0.0;0.0;0.0;0.0;0.009615384615384616;0.019230769230769232;0.0;0.009615384615384616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009615384615384616;0.009615384615384616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7884615384615384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14423076923076922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP891353_K50_BRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.459915611814346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008438818565400843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016877637130801686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20253164556962025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31223628691983124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP261740_K10_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.0016678745520069098;0.0;0.0;0.0;0.0;0.0;0.5433498466151082;0.06885939221857099;1.985564942865369e-05;0.0;0.0029982030637267067;0.0;0.0;0.0;0.0;0.0;0.20397708658055932;0.00023826779314384426;0.0;0.0;0.0;0.0;0.009193165685466657;0.0;0.0;0.0;0.0;0.0;0.037229342678725665;0.11228369751903661;9.927824714326844e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015954014315923238;0.0;0.0;0.0;0.0;9.927824714326844e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00355416124772901;0.0;0.0;0.0;0.0002680512672868248;0.0;9.927824714326844e-06;0.0;9.927824714326844e-06;0.0;0.0;0.0002779790920011516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP288001_K50_BS1D;0.0;0.0;0.0;0.0;0.0;0.0;0.13062230437461492;0.0;0.0;0.0;0.0;0.19408502772643252;0.0036968576709796672;0.0006161429451632779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004929143561306223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6549599507085644;0.0;0.0;0.0006161429451632779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009858287122612447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006161429451632779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP841683_K10_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.09209629797865092;0.0;0.0;0.0;0.0;0.0018169429934135816;0.5669997728821258;0.0053372700431523964;0.0;0.0;0.03247785600726777;0.0;0.0;0.0;0.0;0.0;0.27651601181012947;0.0023847376788553257;0.0;0.0;0.0;0.0;0.0029525323642970703;0.0;0.0;0.0;0.0;0.0;0.0002271178741766977;0.00885759709289121;0.0;0.00011355893708834885;0.0;0.00011355893708834885;0.0;0.0;0.0;0.0;0.0;0.009993186463774699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011355893708834885;0.0;0.0;0.0
EP519031_K80_BRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP374881_K10_MRCD;0.00016149870801033592;0.0;0.0;0.0;0.0;0.0;0.0011304909560723513;0.0;0.0;0.0;0.0;0.0;0.3583656330749354;0.02260981912144703;0.0011304909560723513;0.0;0.02810077519379845;0.0;0.0;0.0;0.0;0.0;0.48756459948320413;0.06782945736434108;0.0;0.0;0.0;0.0;0.00048449612403100775;0.0;0.0;0.0;0.0;0.0;0.0103359173126615;0.007590439276485788;0.0;0.0009689922480620155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004198966408268734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016149870801033592;0.0;0.0;0.0;0.0008074935400516795;0.0;0.0027454780361757104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005813953488372093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP931682_K110_BRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5428571428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11428571428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP954767_K20_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.006688619057419222;0.0;0.0;0.0;0.0;0.00015435274747890512;0.5646223502778349;0.03544968100432188;0.00010290183165260341;0.0;0.05139946491047541;0.0;0.0;0.0;0.0;0.0;0.25185223296974685;0.01960279892982095;0.0;0.0;0.0;0.0;0.004784935171846059;0.0;0.0;0.0;0.0;0.0;0.044453591273924675;0.0;0.0;5.145091582630171e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007357480963161144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010290183165260341;0.0;0.0;0.0;0.0;0.0;0.007100226384029636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010290183165260341;0.0;0.0;0.0;0.0;0.0;0.005247993414282774;0.0;0.0
EP219711_K100_BRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.06060606060606061;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48484848484848486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP936464_K70_BS1D;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP474224_K80_BS1D;0.0;0.0;0.0;0.0;0.0;0.0;0.00018477798924592103;0.0;1.8477798924592104e-05;0.0;0.0;0.0;1.8477798924592104e-05;1.8477798924592104e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.695559784918421e-05;1.8477798924592104e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9801733217539127;0.0;0.0;5.5433396773776306e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000554333967737763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002586891849442894;0.0;0.0;0.0;0.0008315009516066446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8477798924592104e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017812598163306787;0.0;0.0;0.0
EP992349_K40_BS1D;0.0;0.0;0.0;0.0;0.0;0.0;0.0001839926402943882;0.0;0.0;0.0;0.0;0.0;0.0007973014412756823;0.0001839926402943882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005519779208831647;6.133088009812941e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9963201471941122;0.0;0.0;0.0;0.0;6.133088009812941e-05;0.0;0.0;0.0;0.0;0.0;0.0012879484820607176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012266176019625882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001839926402943882;0.0;0.0;0.0;0.00024532352039251763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP123585_K20_MRCD;0.00013257324671881213;0.0;0.0;0.0;0.0;0.0;0.007556675062972292;0.0;0.0;0.0;0.0;6.628662335940607e-05;0.6893808829378232;0.00033143311679703034;0.0;0.0;0.019289407397587166;0.0;0.0;0.0;0.0;0.0;0.2700517035662203;0.006761235582659419;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005302929868752485;0.0031817579212514917;0.0;0.00013257324671881213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002452605064298025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.628662335940607e-05;0.0;0.0;0.0;6.628662335940607e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EP883575_K60_MRCD;0.0;0.0;0.0;0.0;0.0;0.0;0.4852607709750567;0.0;0.0;0.0;0.0;0.0;0.35147392290249435;0.0022675736961451248;0.02040816326530612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018140589569160998;0.0022675736961451248;0.0;0.0;0.0;0.0;0.0022675736961451248;0.0;0.0;0.0;0.0;0.0;0.0022675736961451248;0.0;0.0;0.0045351473922902496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10657596371882086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022675736961451248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022675736961451248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
