Unnamed: 0,f__,f__0319-6A21,f__Acetobacteraceae,f__Acholeplasmataceae,f__Acidobacteriaceae,f__Actinomycetaceae,f__Actinosynnemataceae,f__Aerococcaceae,f__Aeromonadaceae,f__Alcaligenaceae,f__Alcanivoracaceae,f__Alicyclobacillaceae,f__Alteromonadaceae,f__Armatimonadaceae,f__BS11,f__Bacillaceae,f__Bacteroidaceae,f__Bartonellaceae,f__Beijerinckiaceae,f__Beutenbergiaceae,f__Bifidobacteriaceae,f__Bogoriellaceae,f__Bradyrhizobiaceae,f__Brevibacteriaceae,f__Brucellaceae,f__Burkholderiaceae,f__C111,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Cellulomonadaceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Comamonadaceae,f__Coriobacteriaceae,f__Corynebacteriaceae,f__Cryomorphaceae,f__Cytophagaceae,f__Dehalobacteriaceae,f__Dermabacteraceae,f__Desulfobulbaceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dietziaceae,f__EB1017,f__Ectothiorhodospiraceae,f__Ellin6075,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelotrichaceae,f__Erythrobacteraceae,f__EtOH8,f__Eubacteriaceae,f__F16,f__Flavobacteriaceae,f__Fusobacteriaceae,f__Gaiellaceae,f__Gemellaceae,f__Geobacteraceae,f__Geodermatophilaceae,f__Halomonadaceae,f__Helicobacteraceae,f__Hyphomicrobiaceae,f__Hyphomonadaceae,f__Intrasporangiaceae,f__Isosphaeraceae,f__Koribacteraceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__Leuconostocaceae,f__Listeriaceae,f__ML1228J-1,f__Methylobacteriaceae,f__Methylocystaceae,f__Methylophilaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Micromonosporaceae,f__Moraxellaceae,f__Mycobacteriaceae,f__Mycoplasmataceae,f__Myxococcaceae,f__NB1-i,f__Neisseriaceae,f__Nitrospiraceae,f__Nocardiaceae,f__Nocardioidaceae,f__Nocardiopsaceae,f__Nostocaceae,f__OM27,f__Opitutaceae,f__Oxalobacteraceae,f__PRR-10,f__Paenibacillaceae,f__Pasteurellaceae,f__Patulibacteraceae,f__Peptococcaceae,f__Peptostreptococcaceae,f__Phormidiaceae,f__Phyllobacteriaceae,f__Pirellulaceae,f__Piscirickettsiaceae,f__Planctomycetaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Prevotellaceae,f__Promicromonosporaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pseudonocardiaceae,f__RF16,f__RFP12,f__Rhizobiaceae,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rhodospirillaceae,f__Rickettsiaceae,f__Rikenellaceae,f__Rs-045,f__Ruminococcaceae,f__S24-7,f__SB-1,f__Sinobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Spirochaetaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Streptomycetaceae,f__Streptosporangiaceae,f__Succinivibrionaceae,f__Synechococcaceae,f__Synergistaceae,f__Syntrophobacteraceae,f__Thermaceae,f__Thermoactinomycetaceae,f__Trueperaceae,f__Turicibacteraceae,f__Veillonellaceae,f__Verrucomicrobiaceae,f__Vibrionaceae,f__Victivallaceae,f__Xanthobacteraceae,f__Xanthomonadaceae,f__Yaniellaceae,f__mitochondria,f__[Barnesiellaceae],f__[Cerasicoccaceae],f__[Chromatiaceae],f__[Exiguobacteraceae],f__[Mogibacteriaceae],f__[Odoribacteraceae],f__[Paraprevotellaceae],f__[Tissierellaceae],f__[Weeksellaceae]
EP957861_K150_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EP426527_K60_BS1D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51682,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP198705_K230_BRCD,63920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21411,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP604653_K40_MRCD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
EP323428_K60_BS1D,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP492355_K50_MRCD,218,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,587,0,0,0,0,0,0,953,0,0,0,0,0,1,578,0,458,3,0,0,0,0,0,0,8,0,0,0,0,284,0,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,512,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,39,0,0,0,0,0,0,192,30172,0,0,0,0,0,0,0,0,0,0,0,109,0,2941,993,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,2,2697,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1516,0
EP492355_K10_MRCD,61,0,0,0,0,173,0,21,0,0,0,0,0,0,0,0,7,0,0,0,880,0,0,0,0,0,0,251,0,1,0,0,0,0,1303,0,650,234,0,0,0,0,0,0,71,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,248,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,114,0,0,0,0,0,0,1,0,0,0,0,2,2,28,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4332,0
EP288001_K70_BRCD,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EP120862_K260_BRCD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76530,995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,1,0,0,0,0,0,147,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP500700_K20_MRCD,978,0,0,0,0,708,0,2,0,3164,0,0,0,0,0,0,15066,0,0,0,426,0,0,0,0,0,0,1588,0,0,0,0,0,3,271,1,936,216,0,0,0,0,0,0,0,0,0,0,0,123,0,170,0,0,0,0,0,27,0,1,0,1,0,0,0,0,0,0,0,3468,32,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,2343,4827,0,0,0,0,0,0,0,0,0,0,0,235,0,7283,213,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,1,1052,0,0,0,0,0,0,0,0,0,0,0,8,0,1,828,0
EP889264_K10_MRCD,1173,0,0,0,0,5,0,0,0,684,0,0,0,0,0,0,7236,0,0,0,89,0,0,0,0,0,0,223,0,0,0,0,0,350,645,0,298,66,0,0,0,0,0,306,2,0,0,0,0,127,0,1245,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,2163,8951,0,0,0,0,0,0,0,0,0,0,0,1687,8,8872,3,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,127,883,92,0,42,0,2,0,0,422,0,0,0,25,1171,0,372,0
EP564900_K30_MRCD,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,1,0,0,294,0,0,0,0,0,0,0,0,0,0,0,92,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,45,0,0,0,0,83,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,0,0,0,0,0,0,0,0,0,0,0,2,0,73,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
EP581708_K90_BS1D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP891353_K50_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP261740_K10_MRCD,3089,0,28,0,0,0,0,0,0,2,0,0,0,0,0,0,24405,0,0,0,6936,0,1,0,0,0,0,302,0,0,0,0,0,1,54,0,24,168,0,0,0,0,0,926,0,0,0,0,0,3750,4,11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8502,1553,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,317,0,0,0,0,0,0,4179,25348,0,0,0,0,0,0,0,0,0,0,0,23,0,9258,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,11,0,21,48,10
EP288001_K50_BS1D,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
EP841683_K10_MRCD,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708,0,0,0,47,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,21,811,0,0,0,0,0,26,0,0,0,0,0,2,24,78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,342,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,826,378,0,0,0,0,0,0,0,0,0,0,0,77,0,1906,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0
EP519031_K80_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP374881_K10_MRCD,145,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,140,0,0,0,0,0,0,174,0,0,0,0,0,3,235,7,420,2,0,0,0,0,0,3,0,0,0,0,0,64,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,7,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,864,0,2,0,0,0,0,0,0,0,0,0,54,0,1712,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,36,198,0,0,0,0,0,0,0,2,0,0,0,3,0,0,54,0
EP931682_K110_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP954767_K20_MRCD,780,0,0,0,0,49,0,0,0,2,0,0,0,0,0,0,3590,0,0,0,689,0,0,0,0,0,0,999,0,0,0,0,0,0,59,0,381,46,0,0,0,0,0,93,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,141,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,633,6446,0,0,0,0,0,0,0,0,0,0,0,305,0,3016,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,118,20,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0
EP219711_K100_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EP936464_K70_BS1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP474224_K80_BS1D,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,53046,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,1,0,0,0,0,0,0
EP992349_K40_BS1D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
EP123585_K20_MRCD,488,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7648,0,0,0,5,0,0,0,0,0,0,291,0,0,0,0,0,0,20,0,102,113,0,0,0,1,0,0,1,0,0,0,0,8,0,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1754,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1,924,432,0,0,0,0,0,0,0,0,0,0,0,1195,0,1441,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,146,0,0,0,0,0,0,0,200,0,0,0,2,0,0,169,0
EP883575_K60_MRCD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,214,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP198705_K150_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP724185_K70_BRCD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,95,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0
EP637055_K90_BRCD,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
EP362721_K80_MRCD,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,154,0,0,0,0,1,0,181,0,0,0,0,0,2,3,0,0,72,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,56,138,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,322,0
EP733790_K30_MRCD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
EP988019_K90_BRCD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18827,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,87,7,0,0,0,0,0,0,0,0,0,0,0,49006,15,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,387,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP926575_K40_MRCD,33,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1887,0,0,0,265,0,0,0,0,0,0,6436,0,0,1,0,0,0,8,0,159,37,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,122,630,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,33,9045,0,0,0,0,0,0,1,0,0,0,0,16,1,102,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245,0
EP246574_K50_MRCD,65,0,0,0,0,101,0,0,0,6,0,0,0,0,0,0,4,0,0,0,339,0,0,1,0,6,0,5072,0,642,0,0,0,0,11,6,20,37,0,0,0,6,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,14,0,218,0,0,0,0,0,0,0,0,0,82,9769,39,0,0,0,0,0,0,0,2651,0,2,0,1,0,0,27,0,0,0,0,0,0,0,1,0,0,1592,0,0,2,0,0,0,0,0,0,27,1139,0,27,3,0,0,0,0,0,1,2,0,0,1,38,1,0,0,0,0,0,2,2755,0,0,0,0,0,0,0,0,0,0,3541,6,0,0,0,1,0,0,0,0,0,0,0,0,32,691,8
EP256568_K60_BRCD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17760,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
