Unnamed: 0,f__,f__0319-6A21,f__Acetobacteraceae,f__Acholeplasmataceae,f__Acidobacteriaceae,f__Actinomycetaceae,f__Actinosynnemataceae,f__Aerococcaceae,f__Aeromonadaceae,f__Alcaligenaceae,f__Alcanivoracaceae,f__Alicyclobacillaceae,f__Alteromonadaceae,f__Armatimonadaceae,f__BS11,f__Bacillaceae,f__Bacteroidaceae,f__Bartonellaceae,f__Beijerinckiaceae,f__Beutenbergiaceae,f__Bifidobacteriaceae,f__Bogoriellaceae,f__Bradyrhizobiaceae,f__Brevibacteriaceae,f__Brucellaceae,f__Burkholderiaceae,f__C111,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Cellulomonadaceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Comamonadaceae,f__Coriobacteriaceae,f__Corynebacteriaceae,f__Cryomorphaceae,f__Cytophagaceae,f__Dehalobacteriaceae,f__Dermabacteraceae,f__Desulfobulbaceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dietziaceae,f__EB1017,f__Ectothiorhodospiraceae,f__Ellin6075,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelotrichaceae,f__Erythrobacteraceae,f__EtOH8,f__Eubacteriaceae,f__F16,f__Flavobacteriaceae,f__Fusobacteriaceae,f__Gaiellaceae,f__Gemellaceae,f__Geobacteraceae,f__Geodermatophilaceae,f__Halomonadaceae,f__Helicobacteraceae,f__Hyphomicrobiaceae,f__Hyphomonadaceae,f__Intrasporangiaceae,f__Isosphaeraceae,f__Koribacteraceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__Leuconostocaceae,f__Listeriaceae,f__ML1228J-1,f__Methylobacteriaceae,f__Methylocystaceae,f__Methylophilaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Micromonosporaceae,f__Moraxellaceae,f__Mycobacteriaceae,f__Mycoplasmataceae,f__Myxococcaceae,f__NB1-i,f__Neisseriaceae,f__Nitrospiraceae,f__Nocardiaceae,f__Nocardioidaceae,f__Nocardiopsaceae,f__Nostocaceae,f__OM27,f__Opitutaceae,f__Oxalobacteraceae,f__PRR-10,f__Paenibacillaceae,f__Pasteurellaceae,f__Patulibacteraceae,f__Peptococcaceae,f__Peptostreptococcaceae,f__Phormidiaceae,f__Phyllobacteriaceae,f__Pirellulaceae,f__Piscirickettsiaceae,f__Planctomycetaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Prevotellaceae,f__Promicromonosporaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pseudonocardiaceae,f__RF16,f__RFP12,f__Rhizobiaceae,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rhodospirillaceae,f__Rickettsiaceae,f__Rikenellaceae,f__Rs-045,f__Ruminococcaceae,f__S24-7,f__SB-1,f__Sinobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Spirochaetaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Streptomycetaceae,f__Streptosporangiaceae,f__Succinivibrionaceae,f__Synechococcaceae,f__Synergistaceae,f__Syntrophobacteraceae,f__Thermaceae,f__Thermoactinomycetaceae,f__Trueperaceae,f__Turicibacteraceae,f__Veillonellaceae,f__Verrucomicrobiaceae,f__Vibrionaceae,f__Victivallaceae,f__Xanthobacteraceae,f__Xanthomonadaceae,f__Yaniellaceae,f__mitochondria,f__[Barnesiellaceae],f__[Cerasicoccaceae],f__[Chromatiaceae],f__[Exiguobacteraceae],f__[Mogibacteriaceae],f__[Odoribacteraceae],f__[Paraprevotellaceae],f__[Tissierellaceae],f__[Weeksellaceae]
EP915249_K80_MRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
EP049012_K40_MRCD,2124,0,0,0,0,67,0,0,0,5,0,0,0,0,0,0,5506,0,0,0,158,0,0,0,0,1,0,1608,0,0,0,0,0,2,34,0,246,7,0,0,0,1,0,124,16,0,0,0,0,0,0,170,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,0,6,0,0,0,0,0,0,0,768,9159,0,0,0,0,0,0,0,0,0,0,0,994,0,14413,29,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,329,0,0,0,6,13,0,286,0
EP637055_K160_BRCD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,100,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EP479947_K10_MRCD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,118,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
EP164977_K30_MRCD,174,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,459,0,0,0,90,0,1,18,0,0,0,4377,0,0,1,0,0,0,83,4,812,561,0,0,0,5,0,0,0,0,0,0,0,4,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,1,73,11528,0,0,0,0,0,0,0,0,0,0,0,46,0,1188,56,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,2,1198,0,0,0,0,1,0,0,0,0,0,0,0,0,24,1986,0
EP972460_K10_MRCD,1013,0,0,0,0,247,0,0,0,1817,0,0,0,0,0,0,5006,0,0,0,2409,0,0,85,0,0,0,6699,0,0,0,0,0,0,5457,0,1283,4073,0,0,0,0,0,2039,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3941,254,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,150,566,41179,0,26,0,0,0,0,0,0,0,0,0,0,0,3111,0,0,0,0,0,1,0,132,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5364,0
EP246574_K20_MRCD,292,0,0,0,0,21,0,11,0,12,0,0,0,0,0,0,133,0,0,0,67,0,0,70,0,0,0,1274,0,0,0,0,0,35,83,0,193,378,0,0,0,10,0,19,0,0,0,0,0,332,22,5,0,2,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,138,29108,3,0,0,0,17,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,632,0,0,0,0,0,0,154,1932,0,17,0,0,0,0,0,0,0,0,0,11,0,298,12,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0,0,0,336,64,0,0,0,0,0,0,0,0,0,0,9,1,0,738,0
EP716298_K40_MRCD,63,0,0,0,0,21,0,104,0,240,0,0,0,0,0,0,619,0,0,0,272,0,0,109,0,0,0,356,0,0,0,0,0,0,12,0,130,1395,0,0,0,3,0,41,108,0,0,0,0,11,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,321,319,0,0,0,0,0,0,0,0,31,0,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,95,930,0,0,0,0,0,0,0,0,0,0,0,15,0,328,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,0
EP850673_K30_MRCD,546,0,0,0,0,10,0,0,0,29,0,0,0,0,0,0,8528,0,0,0,534,0,6,3,0,0,0,1327,0,0,0,0,0,0,69,26,1100,2032,0,0,0,8,0,141,158,0,0,0,0,56,0,299,0,0,0,0,0,149,0,7,0,0,0,0,0,0,0,0,0,2120,402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,449,0,0,0,0,0,25,1773,22382,0,0,0,0,0,0,0,0,0,0,0,250,0,9741,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,29,3203,0,0,0,0,1,0,0,0,0,0,0,39,0,1,1324,0
EP840663_K40_MRCD,42,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,85,0,0,0,350,0,0,0,0,1,0,5626,0,0,0,0,0,0,5,0,724,4,0,0,0,0,0,2,9,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1127,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,24,13430,0,0,0,0,0,0,0,0,0,0,0,7,0,68,436,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,291,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0
EP353148_K20_MRCD,770,0,0,0,0,7,0,0,0,474,0,0,0,0,0,0,745,0,0,0,644,0,0,0,0,0,0,831,0,0,0,0,0,0,20,0,1231,221,0,0,0,52,0,0,5,0,0,0,0,5,24,210,0,0,0,0,0,728,0,6,0,0,0,0,0,0,0,0,0,1487,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,5,91,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280,0
EP841683_K70_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP367695_K10_MRCD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP126323_K10_MRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP992349_K80_BS1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,98668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
EP542437_K90_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP460880_K30_MRCD,15,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,14,0,0,0,0,0,0,1377,0,0,0,0,0,1,5639,0,310,84,0,0,0,0,0,139,0,0,0,0,0,1,0,1,0,0,0,0,0,152,0,1,0,0,0,0,0,0,0,0,0,16,9,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,4,3342,0,0,0,0,0,0,0,0,0,0,0,3,0,42,1653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262,6,0,2,0,0,0,0,0,0,0,0,18,1,0,3475,0
EP371302_K30_MRCD,1961,0,0,0,0,33,0,0,0,72,0,0,0,0,0,0,7374,0,0,0,267,0,0,0,0,0,0,4368,0,0,0,0,0,0,21,0,2777,563,0,0,0,0,0,185,48,0,0,0,0,41,2,379,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,4037,337,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,59,0,0,0,0,0,0,467,13854,0,9,0,0,0,0,0,0,0,0,0,200,0,9059,154,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,2097,5,0,0,0,0,0,0,0,0,0,0,11,0,0,2540,0
EP244800_K20_MRCD,66,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,134,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,0,0,0,0,0,1,273,0,0,34,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
EP004835_K80_BRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757,0,0,0,0,0,0,0,146,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP292135_K70_BS1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EP569268_K30_MRCD,426,0,0,0,0,38,0,265,0,418,0,0,0,0,0,0,7454,0,0,0,239,0,0,0,0,1,0,3376,0,0,0,0,0,0,365,0,1598,451,0,0,0,0,0,37,0,0,0,0,0,57,0,517,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,2131,361,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,1046,0,0,0,0,0,0,0,0,0,0,0,214,0,6103,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7837,0
EP072463_K20_MRCD,176,0,0,0,0,42,0,2,0,23,0,0,0,0,0,0,156,0,0,0,1,0,0,0,0,0,0,2312,0,0,0,0,0,0,322,1,4,11,0,0,0,0,0,1,11,0,0,0,0,10,1,10,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,42,6420,0,0,0,0,0,0,0,0,0,0,0,18,0,384,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,39,43,0,0,0,1,0,0,10,0,0,0,2,0,6,264,0
EP145184_K50_BS1D,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2544,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
EP708966_K90_BRCD,94,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,62147,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,281,0,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
EP013894_K40_MRCD,54,0,0,0,0,21,0,32,0,1,0,0,0,0,0,0,431,0,0,0,12,0,0,0,0,0,0,1330,0,0,1,0,0,0,31,0,156,18,0,0,0,0,0,0,18,0,0,0,0,7,0,5,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,64,132,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,406,4982,0,0,0,0,0,0,0,0,0,0,0,12,0,126,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,703,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6005,0
EP438112_K30_MRCD,46,0,8,0,0,199,0,219,0,18,0,0,0,0,0,0,117,0,0,0,11,0,0,14,0,0,0,1931,0,0,0,0,0,0,204,0,148,1725,0,0,0,12,0,0,0,0,0,0,0,102,274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140,1304,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,623,342,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12367,0
EP705715_K60_BS1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP628259_K10_MRCD,150,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,176,0,0,26,0,0,0,3016,0,0,0,0,0,0,193,2,592,232,0,0,0,3,0,0,0,0,0,0,0,151,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,359,5289,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,376,0,0,0,0,0,0,581,28946,0,0,0,0,0,0,0,0,0,0,0,22,0,437,96,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,2702,0,0,0,0,0,0,0,12,0,0,0,0,0,1406,424,0
EP080581_K40_BS1D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,5,0,0,6,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,60,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0
EP811525_K20_MRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EP557758_K80_BS1D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
EP300768_K90_MRCD,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
EP612207_K30_MRCD,2869,0,0,0,0,163,0,0,0,3,0,0,0,0,0,0,40152,0,0,0,122,0,0,0,0,0,0,533,0,0,0,0,0,5,134,0,24,5,0,0,0,0,0,0,4,0,0,0,0,47,0,166,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3328,94,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,5,0,43,1,0,0,0,0,0,0,1924,4347,0,0,0,0,0,0,0,0,0,0,0,191,1,5165,29,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,1231,33,0,0,0,0,0,0,0,0,0,0,14,1,0,202,0
EP622928_K20_MRCD,98,0,0,0,0,12,0,211,0,51,0,0,0,0,0,0,123,0,0,0,495,0,1,237,0,0,0,343,0,0,0,0,0,0,114,9,69,1937,0,0,0,2,0,15,4,0,0,0,0,0,0,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,176,2664,101,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,211,923,0,0,0,0,0,0,0,0,0,0,0,22,0,208,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,2,0,0,0,0,0,0,7,0,0,2839,0
EP488403_K30_MRCD,6130,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,29564,0,0,0,931,0,0,0,0,0,0,1020,0,0,0,0,0,2576,2050,0,250,15,0,0,1,0,0,1544,3,0,0,0,0,127,0,2173,0,134,16,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7471,76,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,0,2519,9820,0,0,7,0,0,0,5,0,0,0,0,8438,1,31778,5,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,46,748,4108,0,0,0,0,0,0,0,0,0,0,66,1140,0,49,0
